"node","string_id","mcl_cluster","x_position","y_position"
"G3NEJ2","69293.ENSGACP00000003743",4,0.481076923076923,0.386898395721925
"G3NFC1","69293.ENSGACP00000004023",5,0.481076923076923,0.278609625668449
"G3NGD3","69293.ENSGACP00000004389",6,0.580769230769231,0.278609625668449
"G3NGT4","69293.ENSGACP00000004541",7,0.580769230769231,0.690106951871658
"G3NJS1","69293.ENSGACP00000005583",8,0.580769230769231,0.798395721925134
"G3NRG5","69293.ENSGACP00000007932",9,0.381384615384615,0.798395721925134
"G3NY15","69293.ENSGACP00000010235",2,0.645384615384615,0.451871657754011
"G3NZH1","69293.ENSGACP00000010744",10,0.381384615384615,0.690106951871658
"G3NZN3","69293.ENSGACP00000010806",3,0.619538461538462,0.560160427807487
"G3P920","69293.ENSGACP00000014094",11,0.481076923076923,0.841711229946524
"G3PJH2","69293.ENSGACP00000017752",1,0.481076923076923,0.738235294117647
"G3PKP7","69293.ENSGACP00000018177",1,0.381384615384615,0.256951871657754
"G3PNK3","69293.ENSGACP00000019186",12,0.348153846153846,0.40855614973262
"G3PUL8","69293.ENSGACP00000021305",13,0.481076923076923,0.170320855614973
"G3PYU1","69293.ENSGACP00000022781",2,0.514307692307692,0.502406417112299
"G3Q486","69293.ENSGACP00000024690",1,0.413692307692308,0.521657754010695
"G3Q6T4","69293.ENSGACP00000025594",14,0.580769230769231,0.170320855614973
"G3QAJ2","69293.ENSGACP00000026908",3,0.514307692307692,0.601069518716578
