378,378,412,378,378,412,378,378,412,412,412,378,412,412,378,360,422,412,412,378,412,378,378,378,412,378,378,412,378,378,412,378,412,360,412,412,412,360,412,360,360,412,412,378,412,378,422,378,378,378,378,422,378,378,412,412,412,412,412,378,412,378,378,412,412,378,412,412,412,412,366,360,360,360,378,378,412,360,378,378,412,412,378,412,412,412,412,422,412,412,412,412,378,378,378,412,378,378,422,412
412,412,422,412,412,422,412,412,422,422,422,412,422,422,412,378,457,422,422,412,422,412,412,412,422,412,412,422,412,412,422,412,422,378,422,422,422,378,422,378,378,422,422,412,422,412,457,412,412,412,412,457,412,412,422,422,422,422,422,412,422,412,412,422,422,412,422,422,422,422,378,378,378,378,412,412,422,378,412,412,422,422,412,422,422,422,422,457,422,422,422,422,412,412,412,416,412,412,457,422
422,422,457,422,422,457,422,422,457,457,457,422,457,457,422,412,466,457,457,422,457,422,422,422,457,422,422,457,422,422,457,422,457,412,457,457,457,412,457,412,412,457,457,422,457,422,466,422,422,422,422,466,422,422,457,457,457,457,457,422,457,422,422,457,457,422,457,457,457,457,412,412,412,412,422,422,457,412,422,422,457,457,416,457,457,457,457,466,457,457,457,457,422,422,422,422,422,422,466,457
457,457,466,457,457,466,457,457,466,466,466,457,466,466,457,422,469,466,466,457,466,457,457,457,466,457,457,466,457,457,466,457,466,422,466,466,466,422,466,422,422,466,466,457,466,457,469,457,457,457,457,469,457,457,466,466,466,466,466,457,466,457,457,466,466,457,466,466,466,466,422,422,422,422,457,457,466,422,457,457,466,466,422,466,466,466,466,469,466,466,466,466,457,457,457,457,457,457,469,466
466,466,469,466,466,469,466,466,469,469,469,466,469,469,466,457,501,469,469,466,469,466,466,466,469,466,466,469,466,466,469,466,469,457,469,469,469,457,501,457,457,469,469,466,469,466,474,466,466,466,466,501,466,466,469,469,469,469,469,466,469,466,466,469,469,466,469,469,469,469,457,457,457,457,466,466,469,457,466,466,469,469,457,469,469,469,501,501,469,469,469,469,466,466,466,466,466,466,495,469
469,469,501,469,469,501,469,469,501,501,501,469,501,501,469,466,504,501,477,469,495,469,501,469,501,469,469,501,469,469,501,469,501,466,495,501,501,466,504,466,466,501,501,469,495,469,501,469,469,469,501,504,469,469,501,501,501,495,501,469,501,469,469,501,501,469,501,501,501,501,466,466,466,466,469,469,501,466,469,469,501,501,466,501,501,501,504,504,501,501,501,501,501,469,501,469,469,469,501,501
501,501,504,501,501,504,501,501,504,504,504,501,504,504,501,469,520,504,501,501,501,495,504,501,504,501,501,504,501,501,504,501,504,501,501,504,504,469,520,501,501,504,504,495,501,501,504,501,501,501,504,520,501,501,504,504,504,501,504,501,504,477,501,504,504,501,504,504,504,504,469,469,469,469,501,501,504,469,501,501,504,504,469,504,504,504,520,520,504,504,504,504,504,501,504,501,501,501,504,504
504,504,520,504,504,520,504,504,520,520,520,504,520,520,504,501,521,520,504,504,504,501,520,504,520,504,504,520,504,504,520,504,520,504,504,520,520,501,521,504,504,520,520,501,504,504,520,504,504,504,520,521,504,504,520,520,520,504,520,504,520,501,504,520,520,504,520,520,520,520,501,501,501,501,503,504,520,501,504,504,520,520,501,520,520,520,521,521,520,520,520,520,520,504,520,504,504,504,520,520
520,520,521,520,520,521,520,520,521,521,521,520,521,521,520,504,554,521,520,520,520,504,521,505,521,520,520,521,520,520,521,520,521,520,520,521,521,504,554,520,520,521,521,504,520,520,521,520,520,520,521,554,520,520,521,521,521,520,521,520,521,504,520,521,521,520,521,521,521,521,504,504,504,504,504,520,521,504,520,520,521,521,504,521,521,521,554,554,521,521,521,521,521,520,521,520,520,520,521,521
521,521,554,521,521,554,521,521,554,554,554,521,554,554,521,520,587,554,521,521,521,520,554,520,554,521,521,554,521,521,554,521,554,521,521,554,554,520,587,521,521,554,554,520,521,521,554,521,521,521,554,587,521,521,554,554,554,521,554,521,554,520,521,554,554,521,554,554,554,554,520,520,520,520,520,521,554,520,521,521,554,554,520,554,554,554,587,587,554,554,554,554,554,521,554,521,521,521,554,554
554,554,587,554,554,587,554,554,587,587,587,554,587,587,554,521,588,587,554,554,554,521,587,521,587,554,554,587,554,554,587,554,587,554,554,587,587,521,588,554,554,587,587,521,554,554,587,554,554,554,587,588,554,554,587,587,587,554,587,554,587,521,554,587,587,554,587,587,587,587,521,521,521,521,521,554,587,521,554,554,587,587,521,587,587,587,588,588,587,587,587,587,587,554,587,554,554,554,587,587
587,587,588,587,587,588,587,587,588,588,588,587,588,588,587,554,592,588,587,587,587,554,588,554,588,587,587,588,587,587,588,587,588,587,587,588,588,554,592,587,587,588,588,554,587,587,588,587,587,587,588,592,587,587,588,588,588,587,588,587,588,554,587,588,588,587,588,588,588,588,554,554,554,554,554,587,588,554,587,587,588,588,554,588,588,588,592,592,588,588,588,588,588,587,588,587,587,587,588,588
588,588,592,588,588,592,588,588,592,592,592,588,592,592,588,587,600,592,588,588,588,587,592,587,592,588,588,592,588,588,592,588,592,588,588,592,592,587,600,588,588,592,592,587,588,588,592,588,588,588,592,600,588,588,592,592,592,588,592,588,592,587,588,592,592,588,592,592,592,592,587,587,587,587,587,588,592,587,588,588,592,592,587,592,592,592,600,600,592,592,592,592,592,588,592,588,588,588,592,592
592,592,600,592,592,600,592,592,600,600,600,592,600,600,592,588,610,600,592,592,592,588,600,588,600,592,592,600,592,592,600,592,600,592,592,600,600,588,610,592,592,600,600,588,592,592,600,592,592,592,600,610,592,592,600,600,600,592,600,592,600,588,592,600,600,592,600,600,600,600,588,588,588,588,588,592,600,588,592,592,600,600,588,600,600,600,610,610,600,600,600,600,600,592,600,592,592,592,600,600
600,600,610,600,600,610,600,600,610,610,610,600,610,610,600,592,636,610,600,600,600,592,610,592,610,600,600,610,600,600,610,600,610,600,600,610,610,592,636,600,600,610,610,592,600,600,610,600,600,600,610,636,600,600,610,610,610,600,610,600,610,592,600,610,610,600,610,610,610,610,592,592,592,592,592,600,610,592,600,600,610,610,592,610,610,610,636,636,610,610,610,610,610,600,610,600,600,600,610,610
610,610,636,610,610,636,610,610,636,636,630,610,636,636,610,600,703,636,610,610,610,600,636,600,636,610,610,636,610,610,636,610,636,610,610,703,636,600,703,610,610,636,636,600,610,610,636,610,610,610,636,703,610,610,636,636,636,610,636,610,636,600,610,636,636,610,636,636,636,636,600,600,600,600,600,610,636,600,610,610,636,636,600,703,636,636,703,703,636,636,636,636,636,610,636,610,610,610,636,636
636,636,703,636,636,703,636,636,703,703,636,636,703,703,636,610,722,703,636,636,636,610,703,610,703,636,636,703,636,636,703,636,703,636,636,722,703,610,722,636,636,703,703,610,636,703,703,630,636,636,703,722,636,636,703,703,703,636,703,636,703,610,636,665,703,636,703,703,703,703,610,610,610,610,610,636,703,610,636,636,703,703,610,722,703,703,722,722,703,703,703,665,703,636,703,636,636,636,703,703
703,703,722,703,703,722,703,703,722,722,703,703,722,722,703,636,739,722,703,703,703,636,722,636,722,703,703,722,703,703,722,703,722,703,703,739,722,636,739,703,703,722,722,636,703,722,722,636,703,703,722,739,703,703,722,722,722,703,722,703,722,636,703,703,722,703,722,722,722,722,636,636,636,636,636,703,722,636,703,703,722,722,636,739,722,722,739,739,722,722,722,703,722,703,722,703,703,703,722,722
722,722,739,722,722,739,722,722,739,739,722,722,739,739,722,703,745,739,722,722,722,703,739,703,739,722,739,739,722,722,739,722,739,722,739,745,745,703,745,722,722,739,739,703,722,739,739,703,722,722,739,745,722,722,745,739,739,722,739,722,739,703,722,722,739,722,739,739,739,739,703,703,703,703,703,722,739,703,722,722,739,739,703,745,739,739,745,745,739,739,739,722,739,722,739,722,722,722,739,739
739,739,745,745,739,745,739,739,745,745,739,739,745,745,739,722,747,745,739,745,739,722,745,722,745,739,745,745,739,739,745,739,745,739,745,747,747,722,747,739,739,745,745,722,739,745,745,722,739,739,745,747,739,739,747,745,745,739,745,745,745,722,745,739,745,739,745,745,745,745,722,722,722,722,722,739,745,722,739,739,745,745,722,747,745,745,747,747,745,745,745,739,745,739,745,739,739,739,745,745
745,745,747,747,745,747,745,745,747,747,745,745,747,747,745,739,753,747,745,747,745,745,747,739,747,745,747,747,745,745,747,745,747,745,747,753,753,739,753,745,745,747,747,739,745,747,747,739,745,745,747,753,745,745,753,747,747,745,747,747,747,739,747,745,747,745,747,747,747,747,739,739,745,739,739,745,747,739,745,745,747,747,739,753,747,747,753,753,747,747,747,745,747,745,747,745,745,745,747,747
747,747,753,753,747,753,747,747,753,753,747,747,753,753,747,745,765,753,747,753,747,747,753,745,753,747,753,765,747,747,753,747,753,747,753,765,765,745,765,747,747,753,753,745,747,753,753,745,747,747,753,765,747,747,765,753,753,747,753,753,753,745,753,747,753,747,753,753,753,753,745,745,747,745,745,747,753,745,747,747,753,753,745,765,753,753,765,765,753,753,753,747,753,747,753,747,747,747,753,753
753,753,765,765,753,765,753,753,765,765,753,753,765,765,753,747,782,765,753,765,753,753,765,747,765,753,765,782,765,753,765,753,765,753,765,782,782,747,782,753,753,765,765,747,753,765,765,747,753,753,765,782,753,753,782,765,765,753,765,765,765,747,765,753,765,753,765,765,765,765,747,747,753,747,747,753,765,747,753,753,765,765,747,782,765,765,782,782,765,765,765,753,765,753,765,753,753,753,765,765
765,765,782,782,765,782,765,765,782,782,765,765,782,782,765,765,793,782,765,782,765,765,782,753,782,765,782,793,782,765,782,765,782,765,782,793,793,753,793,765,765,782,782,753,765,782,782,753,765,765,782,793,765,765,793,782,782,765,782,782,782,753,782,765,782,765,782,782,782,782,753,753,765,753,753,765,782,753,765,765,782,782,753,793,782,782,793,793,782,782,782,765,782,765,782,765,765,765,782,782
782,782,793,793,782,793,782,782,793,793,782,782,793,793,782,782,804,793,782,793,782,782,793,765,793,782,793,804,793,782,793,782,793,782,793,804,804,765,804,782,782,793,793,765,782,793,793,765,782,782,793,804,782,782,804,793,793,782,793,793,793,765,793,782,793,782,793,793,793,793,765,765,782,765,765,782,793,765,782,782,793,793,765,804,793,793,804,804,793,793,793,782,793,782,793,782,782,782,793,793
793,793,804,804,793,804,793,793,804,804,793,793,804,804,793,793,808,804,793,804,793,793,804,782,804,793,804,808,804,793,804,793,804,793,804,808,808,782,808,793,793,804,804,782,793,804,804,782,793,793,804,808,793,793,808,804,804,793,804,804,804,782,804,793,804,793,804,804,804,804,782,782,793,782,782,793,804,782,793,793,804,804,782,808,804,804,808,808,804,804,804,793,804,793,804,793,793,793,804,804
804,804,808,808,804,808,804,804,808,808,804,804,808,808,804,804,816,808,804,808,804,804,808,793,808,804,808,816,808,804,808,804,808,804,808,816,816,793,816,804,804,808,808,793,804,808,808,793,804,804,808,816,804,804,816,808,808,804,808,808,808,793,808,804,808,804,808,808,808,808,793,793,804,793,793,804,808,793,804,804,808,808,804,816,808,808,816,816,808,808,808,804,808,804,808,804,804,804,808,808
808,808,816,816,808,816,808,808,816,816,808,808,816,816,808,808,818,816,808,816,808,808,816,804,816,808,816,818,816,808,816,808,816,808,816,818,818,804,818,808,808,816,816,804,808,816,816,804,808,808,816,818,808,808,818,816,816,808,816,816,816,804,816,808,816,808,811,816,816,816,804,804,808,804,804,808,816,804,808,808,816,816,808,818,816,816,818,818,816,816,816,808,816,808,816,808,808,808,811,816
816,816,818,818,816,818,816,816,818,818,816,816,818,818,816,816,841,818,816,818,816,816,818,808,818,816,818,841,818,816,818,816,818,816,818,841,841,808,841,816,816,818,818,808,816,818,818,808,816,816,818,841,816,811,841,818,818,816,818,818,818,808,818,816,818,816,816,818,818,818,808,808,816,808,808,816,818,808,816,816,818,818,816,841,818,818,841,841,818,818,818,816,818,816,818,816,816,816,816,818
818,818,841,841,818,841,818,818,841,841,818,818,841,841,818,818,862,841,818,825,818,818,841,816,841,818,841,862,841,818,841,818,841,818,841,862,862,816,862,818,818,841,841,816,818,825,841,816,818,818,841,862,818,816,862,825,841,818,841,841,841,816,841,818,841,818,818,841,841,841,816,816,818,816,816,841,841,816,818,818,841,841,818,862,862,841,862,862,841,841,841,818,841,818,841,818,818,818,818,841
841,841,862,862,841,862,841,825,862,862,841,841,862,862,841,841,863,862,841,841,862,841,862,818,862,841,862,863,862,862,862,841,862,841,862,863,863,818,863,841,841,862,862,818,841,841,862,818,841,841,862,863,841,818,863,841,862,841,862,862,862,818,862,841,862,825,841,863,863,862,818,818,841,841,818,862,862,818,841,841,862,862,841,863,863,862,863,863,862,862,862,841,862,841,862,841,841,825,841,862
862,862,863,863,863,863,862,841,863,863,862,862,863,863,862,862,864,863,862,862,863,862,863,841,863,862,863,864,863,863,863,862,863,862,863,864,864,841,864,862,862,863,863,841,862,862,863,841,862,862,863,864,863,841,864,862,863,862,863,863,863,841,863,862,863,841,862,864,864,863,841,841,862,862,841,863,863,841,862,862,863,863,862,864,864,863,864,864,863,863,863,862,863,862,863,862,863,841,862,863
863,863,864,864,864,864,863,862,864,864,863,863,864,864,863,863,883,864,863,863,864,863,864,862,864,863,864,883,864,864,864,863,864,863,864,883,883,863,883,863,863,864,864,862,863,863,864,862,863,863,864,883,864,862,883,863,864,863,864,864,864,862,864,863,864,862,863,883,883,864,862,862,863,863,862,864,864,862,863,863,864,864,863,883,883,864,883,883,864,864,864,863,864,863,864,863,864,863,863,864
864,864,883,883,883,883,864,863,883,883,864,864,883,883,864,864,886,883,864,864,883,864,883,863,886,864,879,886,883,883,883,864,886,864,883,886,886,864,886,864,864,883,883,863,864,864,883,863,864,864,883,886,883,863,886,864,883,864,883,883,883,863,883,864,883,863,864,886,886,886,863,863,864,864,863,883,886,863,864,864,883,886,864,886,886,886,886,886,886,886,886,864,883,864,883,864,883,864,864,883
883,883,886,886,886,886,886,864,886,886,883,886,886,886,883,883,892,886,886,883,886,883,886,864,892,883,883,892,886,886,886,879,892,883,886,892,888,883,892,883,883,886,886,864,883,883,886,864,886,883,886,892,886,864,892,883,886,886,886,886,886,864,886,883,886,864,883,892,888,892,864,864,883,883,864,886,892,864,883,883,886,892,883,892,892,892,892,892,892,892,892,886,886,883,886,883,886,883,883,886
886,886,892,892,892,892,892,883,892,892,886,892,892,892,886,886,907,892,892,886,892,886,892,886,907,886,886,907,888,892,892,883,907,886,892,907,892,886,907,886,886,892,892,883,886,886,892,883,892,886,892,907,892,883,907,886,892,892,892,892,892,886,892,886,892,883,886,907,892,907,883,883,886,886,883,892,907,886,886,886,892,907,886,907,907,907,907,907,907,907,907,892,888,886,892,886,892,886,886,892
892,892,907,907,907,907,907,886,907,907,892,907,907,907,892,892,946,907,907,892,907,892,907,892,946,892,892,946,892,907,907,886,946,892,907,946,907,892,946,892,892,907,907,886,892,892,907,886,907,892,907,946,907,886,946,892,907,907,907,907,907,892,907,892,907,886,892,946,907,946,886,886,892,892,886,907,946,892,892,892,907,946,892,946,946,946,946,946,946,946,946,907,892,892,907,892,907,892,892,907
907,907,946,946,946,946,946,892,946,946,907,946,946,946,907,907,951,946,946,907,946,907,946,907,951,907,907,951,907,946,946,892,951,907,946,951,946,907,951,907,907,946,946,892,907,907,946,892,946,907,946,951,946,892,951,907,946,933,946,946,946,907,946,907,946,892,907,951,946,951,892,892,907,907,892,946,951,907,907,907,946,951,907,951,951,951,951,951,951,951,951,946,907,907,946,907,946,907,907,946
946,946,951,951,951,951,951,907,951,951,946,951,951,951,946,946,969,951,951,946,951,946,951,946,969,946,946,969,946,951,951,907,969,946,951,969,951,946,969,946,946,951,951,907,946,946,951,907,951,946,951,969,951,907,969,946,951,946,951,951,951,946,951,946,951,907,946,969,951,969,907,907,946,946,907,951,969,946,946,946,951,969,946,969,969,969,969,969,969,969,969,951,946,946,951,946,951,946,946,951
951,951,977,977,977,969,977,946,969,969,951,969,977,969,951,951,977,969,969,951,969,951,977,951,977,951,951,977,951,977,969,946,977,951,969,977,969,951,977,951,951,969,977,946,951,951,969,946,977,951,969,977,969,946,977,951,969,951,969,969,969,951,977,951,969,946,951,977,969,977,946,946,951,951,946,977,977,951,951,951,969,977,951,977,977,977,977,977,977,977,977,969,951,951,969,951,969,951,951,977
977,977,989,989,989,977,989,951,977,977,977,977,989,977,977,977,989,977,977,977,977,977,989,977,989,977,977,989,977,989,977,951,989,977,977,989,977,977,989,977,977,977,985,951,977,977,977,951,989,977,977,989,977,951,989,969,977,969,977,977,977,977,989,969,977,977,977,989,977,985,951,951,977,977,951,989,989,977,977,977,977,989,977,989,989,989,989,989,989,989,989,977,977,977,977,969,977,977,969,989
989,989,991,991,991,989,991,977,989,989,989,989,991,989,989,989,991,989,989,989,989,989,991,989,991,989,989,991,989,991,989,977,991,989,989,991,989,989,991,989,989,989,989,977,989,989,989,977,991,989,989,991,989,977,991,977,989,977,989,989,989,989,991,977,985,989,989,991,989,989,977,977,989,989,977,991,991,989,989,989,989,991,989,991,991,991,991,991,991,991,991,989,989,991,989,977,989,989,977,991
991,991,1006,1006,1006,991,1006,989,991,991,991,991,1006,991,991,991,1006,991,991,991,991,991,1006,991,1006,991,991,1006,991,1006,991,989,1006,991,991,1006,991,991,1006,991,991,991,991,989,991,991,991,989,998,991,991,1006,991,989,1006,989,991,989,991,991,991,991,1006,989,989,991,991,1006,991,991,989,989,991,991,989,1006,1006,991,991,991,991,1006,991,1006,998,1006,1006,1006,1006,1006,1006,991,991,1006,991,989,991,991,989,1006
1006,1006,1018,1018,1018,1006,1018,991,1006,1006,1006,1006,1018,1006,1006,1006,1018,1006,1006,1006,1006,1006,1018,1006,1018,1006,1006,1018,1006,1018,1006,991,1018,1006,1006,1018,1006,1006,1018,1006,1006,1006,1006,991,998,1006,1006,991,1006,1006,1006,1018,1006,991,1018,991,1006,991,1006,1006,1006,1006,1018,991,991,1006,1006,1018,1006,1006,991,991,1006,1006,991,1018,1018,1006,1006,1006,1006,1018,1006,1018,1006,1018,1018,1018,1018,1018,1018,1006,1006,1018,1006,991,1006,1006,991,1018
1018,1018,1030,1030,1030,1018,1030,1006,1018,1018,1018,1018,1030,1018,1018,1018,1030,1018,1018,1018,1018,1018,1030,1018,1030,1018,1018,1030,1018,1030,1018,1006,1030,1018,1018,1030,1018,1018,1030,1018,1018,1018,1018,1006,1006,1018,1018,1006,1018,1018,1018,1030,1018,1006,1030,1006,1018,1006,1018,1018,1018,1018,1030,1006,1006,1018,1018,1030,1018,1018,1006,1006,1018,1018,1006,1030,1030,1018,1018,1018,1018,1030,1018,1030,1018,1030,1030,1030,1030,1030,1030,1018,1018,1030,1018,1006,1018,1018,1006,1030
1030,1030,1038,1038,1038,1030,1038,1018,1030,1030,1030,1030,1038,1030,1030,1030,1038,1030,1030,1030,1030,1030,1038,1030,1038,1030,1030,1038,1030,1038,1030,1018,1038,1030,1030,1038,1030,1030,1038,1030,1030,1030,1030,1018,1018,1030,1030,1018,1030,1030,1030,1038,1030,1018,1038,1018,1030,1018,1030,1030,1030,1030,1038,1018,1018,1030,1030,1038,1030,1030,1018,1018,1030,1030,1018,1038,1038,1030,1030,1030,1030,1038,1030,1038,1030,1038,1038,1038,1038,1038,1038,1030,1030,1038,1030,1018,1030,1030,1018,1038
