1038,1038,1039,1039,1039,1039,1039,1030,1038,1038,1038,1038,1039,1038,1039,1038,1039,1038,1038,1038,1038,1038,1039,1038,1039,1038,1038,1039,1038,1039,1038,1030,1039,1038,1038,1039,1038,1038,1039,1038,1038,1038,1038,1030,1030,1038,1038,1030,1038,1038,1038,1039,1038,1030,1039,1030,1038,1030,1039,1038,1038,1038,1039,1030,1030,1038,1038,1039,1038,1038,1030,1030,1038,1038,1030,1039,1039,1038,1038,1038,1038,1039,1038,1039,1038,1039,1039,1039,1039,1039,1039,1038,1038,1039,1038,1030,1038,1038,1030,1039
1039,1039,1071,1071,1071,1071,1071,1038,1039,1039,1039,1039,1071,1039,1071,1039,1071,1039,1039,1039,1039,1039,1071,1039,1071,1039,1039,1071,1039,1071,1039,1038,1071,1039,1039,1071,1039,1039,1071,1039,1039,1039,1039,1038,1038,1039,1039,1038,1039,1039,1039,1071,1039,1038,1071,1038,1039,1038,1071,1039,1039,1039,1071,1038,1038,1039,1039,1071,1039,1039,1038,1038,1039,1039,1038,1071,1071,1039,1039,1039,1039,1071,1039,1071,1039,1071,1071,1071,1071,1071,1071,1039,1039,1071,1039,1038,1039,1039,1038,1071
1071,1071,1075,1075,1075,1075,1075,1039,1071,1071,1071,1071,1075,1071,1075,1071,1075,1071,1071,1071,1071,1071,1075,1071,1075,1071,1071,1075,1071,1075,1071,1039,1075,1071,1071,1075,1071,1071,1075,1071,1071,1071,1071,1039,1039,1071,1071,1039,1071,1071,1071,1075,1071,1039,1075,1039,1071,1039,1075,1071,1071,1071,1075,1039,1039,1071,1071,1075,1071,1071,1039,1039,1071,1071,1039,1075,1075,1071,1071,1071,1071,1075,1071,1075,1071,1075,1075,1075,1075,1075,1075,1071,1071,1075,1071,1039,1071,1071,1039,1075
1075,1075,1076,1076,1076,1076,1076,1071,1075,1075,1075,1075,1076,1075,1076,1075,1076,1075,1075,1075,1075,1075,1076,1075,1076,1076,1075,1076,1075,1076,1075,1071,1076,1075,1075,1076,1075,1075,1076,1075,1075,1076,1075,1071,1071,1075,1075,1071,1075,1075,1075,1076,1075,1071,1076,1071,1075,1071,1076,1075,1075,1075,1076,1071,1071,1075,1075,1076,1075,1075,1071,1071,1075,1075,1071,1076,1076,1075,1076,1075,1075,1076,1075,1076,1075,1076,1076,1076,1076,1076,1076,1075,1075,1076,1075,1071,1075,1075,1071,1076
1076,1076,1077,1077,1077,1077,1077,1076,1076,1076,1076,1076,1077,1076,1077,1076,1077,1076,1076,1076,1076,1076,1077,1076,1077,1077,1076,1077,1076,1077,1076,1075,1077,1076,1076,1077,1076,1076,1077,1076,1076,1077,1076,1076,1075,1076,1076,1075,1076,1076,1076,1077,1076,1076,1077,1076,1076,1075,1077,1076,1076,1076,1077,1075,1075,1076,1076,1077,1076,1076,1075,1075,1076,1076,1075,1077,1077,1076,1077,1076,1076,1077,1076,1077,1076,1077,1077,1077,1077,1077,1077,1076,1076,1077,1076,1075,1076,1076,1075,1077
1077,1077,1103,1103,1103,1103,1103,1077,1077,1077,1077,1077,1103,1077,1103,1077,1103,1077,1077,1077,1077,1077,1103,1077,1103,1103,1077,1103,1077,1103,1077,1076,1103,1077,1077,1103,1077,1077,1103,1077,1077,1103,1077,1077,1076,1077,1077,1076,1077,1077,1077,1103,1077,1077,1103,1077,1077,1076,1103,1077,1077,1077,1103,1076,1076,1077,1077,1103,1077,1077,1076,1076,1077,1077,1076,1103,1103,1077,1103,1077,1077,1103,1077,1103,1077,1103,1103,1103,1103,1103,1103,1077,1077,1103,1077,1076,1077,1077,1076,1103
1103,1103,1107,1107,1107,1107,1107,1103,1103,1103,1103,1103,1107,1103,1107,1103,1107,1103,1103,1103,1103,1103,1107,1103,1107,1107,1103,1107,1103,1107,1103,1077,1107,1103,1103,1107,1103,1103,1107,1103,1103,1107,1103,1103,1077,1103,1103,1077,1103,1103,1103,1107,1103,1103,1107,1103,1103,1077,1107,1103,1103,1103,1107,1077,1077,1103,1103,1107,1103,1103,1077,1077,1103,1103,1077,1107,1107,1103,1107,1103,1103,1107,1103,1107,1103,1107,1107,1107,1107,1107,1107,1103,1103,1107,1103,1077,1103,1103,1077,1107
1107,1107,1130,1130,1130,1130,1130,1107,1107,1107,1107,1107,1130,1107,1130,1107,1130,1107,1107,1107,1107,1107,1130,1107,1130,1130,1107,1130,1107,1130,1107,1103,1130,1107,1107,1130,1107,1107,1130,1107,1107,1130,1107,1107,1103,1107,1107,1103,1107,1107,1107,1130,1107,1107,1130,1107,1107,1103,1130,1107,1107,1107,1130,1103,1103,1107,1107,1130,1107,1107,1103,1103,1107,1107,1103,1130,1130,1107,1130,1107,1107,1130,1107,1130,1107,1130,1130,1130,1130,1130,1130,1107,1107,1130,1107,1103,1107,1107,1103,1130
1130,1130,1131,1131,1131,1131,1131,1130,1130,1130,1130,1130,1131,1130,1131,1130,1131,1130,1130,1130,1130,1130,1131,1130,1131,1131,1130,1131,1130,1131,1130,1107,1131,1130,1130,1131,1130,1130,1131,1130,1130,1131,1130,1130,1107,1130,1130,1107,1130,1130,1130,1131,1130,1130,1131,1130,1130,1107,1131,1130,1130,1130,1131,1107,1107,1130,1130,1131,1130,1130,1107,1107,1130,1130,1107,1131,1131,1130,1131,1130,1130,1131,1130,1131,1130,1131,1131,1131,1131,1131,1131,1130,1130,1131,1130,1107,1130,1130,1107,1131
1131,1131,1179,1179,1179,1147,1179,1131,1131,1131,1131,1131,1147,1131,1147,1131,1179,1131,1131,1131,1131,1131,1147,1131,1179,1179,1131,1159,1131,1147,1131,1130,1174,1131,1131,1179,1131,1131,1136,1131,1131,1179,1131,1131,1130,1131,1131,1130,1131,1131,1131,1179,1131,1131,1179,1131,1131,1130,1179,1131,1131,1131,1179,1130,1130,1131,1131,1179,1131,1131,1130,1130,1131,1131,1130,1179,1179,1131,1179,1131,1131,1179,1131,1179,1131,1179,1179,1179,1179,1179,1179,1131,1131,1159,1131,1130,1131,1131,1130,1179
1179,1179,1180,1180,1180,1179,1180,1179,1179,1179,1179,1179,1179,1147,1179,1179,1180,1179,1179,1179,1147,1179,1179,1179,1180,1180,1179,1179,1179,1179,1179,1131,1179,1179,1159,1180,1179,1179,1179,1179,1179,1180,1179,1179,1131,1179,1179,1131,1179,1147,1179,1180,1179,1179,1180,1179,1179,1131,1180,1179,1179,1179,1180,1131,1131,1179,1179,1180,1179,1179,1131,1131,1179,1179,1131,1180,1180,1179,1180,1179,1179,1180,1179,1180,1179,1180,1180,1180,1180,1180,1180,1179,1179,1179,1179,1131,1179,1179,1131,1180
1180,1180,1228,1228,1228,1180,1228,1180,1180,1180,1180,1180,1180,1179,1180,1180,1228,1180,1180,1180,1179,1180,1180,1180,1228,1228,1180,1180,1180,1180,1180,1179,1180,1180,1179,1228,1180,1180,1180,1180,1180,1228,1180,1180,1179,1180,1180,1179,1180,1179,1180,1228,1180,1180,1228,1180,1180,1179,1188,1180,1180,1180,1228,1179,1179,1180,1180,1228,1180,1180,1179,1179,1180,1180,1179,1228,1228,1180,1228,1180,1180,1228,1180,1217,1180,1228,1228,1228,1228,1228,1228,1180,1180,1180,1180,1179,1180,1180,1179,1228
1228,1228,1230,1230,1230,1228,1230,1228,1228,1228,1228,1228,1228,1180,1228,1228,1230,1228,1228,1228,1180,1228,1228,1228,1230,1230,1228,1228,1228,1228,1228,1180,1228,1228,1180,1230,1228,1228,1228,1228,1228,1230,1228,1228,1180,1228,1228,1180,1228,1180,1228,1230,1228,1228,1230,1228,1228,1180,1228,1228,1228,1228,1230,1180,1180,1228,1228,1230,1228,1228,1180,1180,1228,1228,1180,1230,1230,1228,1230,1228,1228,1230,1228,1228,1228,1230,1230,1230,1230,1230,1230,1228,1228,1228,1228,1180,1228,1228,1180,1230
1230,1230,1245,1245,1245,1230,1245,1230,1230,1230,1230,1230,1230,1228,1230,1230,1245,1230,1230,1230,1228,1230,1230,1230,1245,1245,1230,1230,1230,1230,1230,1228,1230,1230,1228,1245,1230,1230,1230,1230,1230,1245,1230,1230,1228,1230,1230,1228,1230,1228,1230,1245,1230,1230,1245,1230,1230,1228,1230,1230,1230,1230,1245,1228,1228,1230,1230,1245,1230,1230,1228,1228,1230,1230,1228,1245,1245,1230,1245,1230,1230,1231,1230,1230,1230,1245,1245,1245,1245,1245,1245,1230,1230,1230,1230,1228,1230,1230,1228,1245
1245,1245,1284,1284,1284,1245,1284,1245,1245,1245,1245,1245,1245,1230,1245,1245,1284,1245,1245,1245,1230,1245,1245,1245,1270,1284,1245,1245,1245,1245,1245,1230,1245,1245,1230,1284,1245,1245,1245,1245,1245,1284,1245,1245,1230,1245,1245,1230,1245,1230,1245,1284,1245,1245,1284,1245,1245,1230,1245,1245,1231,1245,1284,1230,1230,1245,1245,1284,1245,1245,1230,1230,1245,1245,1230,1284,1284,1245,1284,1245,1245,1245,1245,1245,1245,1284,1284,1284,1284,1284,1284,1245,1245,1245,1245,1230,1245,1245,1230,1284
1284,1284,1291,1291,1291,1284,1291,1284,1284,1270,1284,1284,1284,1245,1284,1284,1291,1284,1284,1284,1245,1284,1284,1284,1284,1291,1284,1284,1284,1284,1284,1245,1284,1284,1245,1291,1284,1284,1284,1284,1284,1291,1284,1284,1245,1284,1284,1284,1284,1245,1284,1291,1284,1284,1291,1284,1284,1245,1284,1284,1245,1284,1291,1245,1284,1284,1284,1291,1284,1284,1245,1245,1284,1284,1245,1291,1291,1284,1291,1284,1291,1284,1284,1284,1284,1291,1291,1291,1291,1291,1291,1284,1284,1284,1284,1245,1284,1284,1245,1291
1291,1291,1310,1310,1310,1291,1310,1291,1291,1284,1291,1291,1291,1284,1291,1291,1310,1291,1291,1291,1291,1291,1291,1291,1291,1310,1291,1291,1291,1291,1291,1284,1291,1291,1291,1310,1291,1291,1291,1291,1291,1310,1291,1291,1291,1291,1291,1291,1291,1284,1291,1310,1291,1291,1310,1291,1291,1291,1291,1291,1284,1291,1310,1284,1291,1291,1291,1310,1291,1291,1284,1284,1291,1291,1284,1310,1310,1291,1310,1291,1310,1291,1291,1291,1291,1310,1310,1310,1310,1310,1310,1291,1291,1291,1291,1284,1291,1291,1291,1310
1310,1310,1323,1323,1323,1310,1323,1310,1310,1291,1310,1310,1310,1291,1310,1310,1323,1310,1310,1310,1310,1310,1310,1310,1310,1323,1310,1310,1310,1310,1310,1291,1310,1310,1310,1323,1310,1310,1310,1310,1310,1323,1310,1310,1310,1310,1310,1310,1310,1291,1310,1323,1310,1310,1323,1310,1310,1310,1310,1310,1291,1310,1323,1291,1310,1310,1310,1323,1310,1310,1291,1291,1310,1310,1291,1323,1323,1310,1323,1310,1323,1310,1310,1310,1310,1323,1323,1323,1323,1314,1323,1310,1310,1310,1310,1291,1310,1310,1310,1323
1323,1323,1326,1326,1326,1323,1326,1323,1323,1310,1323,1323,1323,1310,1323,1323,1326,1323,1323,1323,1323,1323,1323,1323,1323,1326,1323,1323,1323,1323,1326,1310,1323,1323,1323,1326,1323,1323,1323,1323,1323,1326,1323,1323,1323,1323,1323,1323,1323,1310,1323,1326,1323,1323,1326,1323,1326,1323,1323,1323,1310,1323,1326,1310,1323,1323,1323,1326,1323,1323,1310,1310,1323,1323,1310,1326,1326,1323,1326,1323,1326,1323,1323,1323,1323,1326,1326,1326,1326,1323,1326,1323,1323,1323,1323,1310,1323,1323,1323,1326
1326,1326,1335,1335,1335,1326,1335,1326,1326,1326,1326,1326,1326,1323,1326,1326,1335,1326,1326,1326,1326,1326,1326,1326,1326,1335,1326,1326,1326,1326,1335,1323,1326,1326,1326,1335,1326,1326,1326,1326,1326,1335,1326,1326,1326,1326,1326,1326,1326,1323,1326,1335,1326,1326,1335,1326,1335,1326,1326,1326,1326,1326,1335,1326,1326,1326,1326,1335,1326,1326,1323,1323,1326,1326,1323,1335,1335,1326,1335,1326,1335,1326,1326,1326,1326,1335,1335,1335,1335,1326,1335,1326,1326,1326,1326,1323,1326,1326,1326,1335
1335,1335,1336,1336,1336,1335,1336,1335,1335,1335,1335,1335,1335,1326,1335,1335,1336,1335,1335,1335,1335,1335,1335,1335,1335,1336,1335,1335,1335,1335,1336,1326,1335,1335,1335,1336,1335,1335,1335,1335,1335,1336,1335,1335,1335,1335,1335,1335,1335,1326,1335,1336,1335,1335,1336,1335,1336,1335,1335,1335,1335,1335,1336,1335,1335,1335,1335,1336,1335,1335,1326,1326,1335,1335,1326,1336,1336,1335,1336,1335,1336,1335,1335,1335,1335,1336,1336,1336,1336,1335,1336,1335,1335,1335,1335,1326,1335,1335,1335,1336
1336,1336,1345,1345,1345,1336,1345,1336,1336,1336,1336,1336,1336,1335,1336,1336,1345,1336,1336,1336,1336,1336,1336,1336,1336,1345,1336,1336,1336,1336,1345,1335,1336,1336,1336,1345,1336,1336,1336,1336,1336,1345,1336,1336,1336,1336,1336,1336,1336,1335,1336,1345,1336,1336,1345,1336,1345,1336,1336,1336,1336,1336,1345,1336,1336,1336,1336,1345,1336,1336,1335,1335,1336,1336,1336,1345,1345,1336,1345,1336,1345,1336,1336,1336,1336,1345,1345,1345,1345,1336,1345,1336,1336,1336,1336,1336,1336,1336,1336,1345
1345,1345,1346,1346,1346,1345,1346,1345,1345,1345,1345,1345,1345,1336,1345,1345,1346,1345,1345,1345,1345,1345,1345,1345,1345,1346,1345,1345,1345,1345,1346,1336,1345,1345,1345,1346,1345,1345,1345,1345,1345,1346,1345,1345,1345,1345,1345,1345,1345,1336,1345,1346,1345,1345,1346,1345,1346,1345,1345,1345,1345,1345,1346,1345,1345,1345,1345,1346,1345,1345,1336,1336,1345,1345,1345,1346,1346,1345,1346,1345,1346,1345,1345,1345,1345,1346,1346,1346,1346,1345,1346,1345,1345,1345,1345,1345,1345,1345,1345,1346
1346,1346,1355,1355,1355,1346,1355,1346,1346,1346,1346,1346,1346,1345,1346,1346,1355,1346,1346,1346,1346,1346,1346,1346,1346,1355,1346,1346,1346,1346,1355,1345,1346,1346,1346,1355,1346,1346,1346,1346,1346,1355,1346,1346,1346,1346,1346,1346,1346,1345,1346,1355,1346,1346,1355,1346,1355,1346,1346,1346,1346,1346,1355,1346,1346,1346,1346,1355,1346,1346,1345,1345,1346,1346,1346,1355,1355,1346,1355,1346,1355,1346,1346,1346,1346,1355,1355,1355,1355,1346,1355,1346,1346,1346,1346,1346,1346,1346,1346,1355
1355,1355,1370,1370,1370,1355,1370,1355,1355,1355,1355,1355,1355,1346,1355,1355,1370,1355,1355,1355,1355,1355,1355,1355,1355,1370,1355,1355,1355,1355,1370,1346,1355,1355,1355,1370,1355,1355,1355,1355,1355,1370,1355,1355,1355,1355,1355,1355,1355,1346,1355,1370,1355,1355,1370,1355,1370,1355,1355,1355,1355,1355,1370,1355,1355,1355,1355,1370,1355,1355,1346,1346,1355,1355,1355,1370,1370,1355,1370,1355,1370,1355,1355,1355,1355,1370,1370,1370,1370,1355,1370,1355,1355,1355,1355,1355,1355,1355,1355,1370
1370,1370,1377,1377,1377,1370,1377,1370,1370,1370,1370,1370,1370,1355,1370,1370,1377,1370,1370,1370,1370,1370,1370,1370,1370,1377,1370,1370,1370,1370,1377,1355,1370,1370,1370,1377,1370,1370,1370,1370,1370,1377,1370,1370,1370,1370,1370,1370,1370,1355,1370,1377,1370,1370,1377,1370,1377,1370,1370,1370,1370,1370,1377,1370,1370,1370,1370,1377,1370,1370,1355,1355,1370,1370,1370,1377,1377,1370,1377,1377,1377,1370,1370,1370,1370,1377,1377,1377,1377,1370,1377,1370,1370,1370,1370,1370,1370,1370,1370,1377
1377,1377,1405,1405,1405,1377,1396,1377,1377,1377,1377,1377,1377,1370,1377,1377,1405,1377,1377,1377,1377,1377,1377,1377,1377,1405,1377,1377,1377,1377,1405,1370,1377,1377,1377,1405,1377,1377,1377,1377,1377,1405,1377,1377,1377,1377,1377,1377,1377,1370,1377,1405,1377,1377,1405,1377,1405,1377,1377,1377,1377,1377,1405,1377,1377,1377,1377,1405,1377,1377,1377,1377,1377,1377,1377,1405,1396,1377,1405,1405,1405,1377,1377,1377,1377,1405,1405,1396,1405,1377,1405,1377,1377,1377,1377,1377,1377,1377,1377,1405
1405,1405,1441,1441,1441,1405,1405,1405,1405,1405,1405,1405,1405,1377,1405,1405,1441,1405,1405,1405,1405,1405,1405,1405,1405,1441,1405,1405,1405,1405,1441,1405,1405,1405,1405,1432,1405,1405,1405,1405,1405,1441,1405,1405,1405,1405,1405,1405,1405,1377,1405,1441,1405,1405,1441,1405,1441,1405,1405,1405,1405,1405,1432,1405,1405,1405,1405,1441,1405,1405,1405,1405,1405,1405,1405,1441,1405,1405,1432,1441,1441,1405,1405,1405,1405,1441,1441,1405,1441,1405,1441,1405,1405,1405,1405,1405,1405,1405,1405,1441
1441,1441,1473,1473,1473,1441,1441,1441,1441,1441,1441,1441,1441,1405,1441,1441,1473,1441,1441,1441,1441,1441,1441,1441,1441,1473,1441,1441,1441,1441,1469,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1473,1441,1441,1441,1441,1441,1441,1441,1405,1441,1473,1441,1441,1473,1441,1473,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1473,1441,1441,1441,1441,1441,1441,1441,1473,1441,1441,1441,1473,1473,1441,1441,1441,1441,1473,1473,1441,1473,1441,1469,1441,1441,1441,1441,1441,1441,1441,1441,1473
1473,1473,1477,1477,1477,1473,1473,1473,1473,1473,1473,1473,1473,1441,1473,1473,1477,1473,1473,1473,1473,1473,1473,1473,1473,1477,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1477,1473,1473,1473,1473,1473,1473,1473,1441,1473,1477,1473,1473,1477,1473,1477,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1477,1473,1473,1473,1473,1473,1473,1473,1477,1473,1473,1473,1477,1477,1473,1473,1473,1473,1477,1477,1473,1477,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1477
1477,1477,1488,1480,1480,1477,1477,1477,1477,1477,1477,1477,1477,1473,1477,1477,1480,1477,1477,1477,1477,1477,1477,1477,1477,1480,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1480,1477,1477,1477,1477,1477,1477,1477,1473,1477,1488,1477,1477,1480,1477,1488,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1480,1477,1477,1477,1477,1477,1477,1477,1488,1477,1477,1477,1480,1480,1477,1477,1477,1477,1488,1481,1477,1488,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1480
1488,1488,1491,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1477,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1477,1488,1491,1488,1488,1488,1488,1491,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1491,1488,1488,1488,1488,1488,1488,1488,1488,1488,1491,1488,1488,1491,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488
1491,1491,1497,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1488,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1488,1491,1497,1491,1491,1491,1491,1503,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1497,1491,1491,1491,1491,1491,1491,1491,1491,1491,1498,1491,1491,1503,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491
