"val","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20"
8.96088493615389,"G3N680","G3NCL3","G3NGT4","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3NY15","G3NY67","G3P1D2","G3PCK3","G3PNK3","G3PPP6","G3Q2D6","G3Q2Y3","G3Q3A5","G3Q3C4","G3QC15","Q804E3"
8.96071736514568,"G3N680","G3NBM8","G3NCL3","G3NGT4","G3NI60","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3P1D2","G3PCK3","G3PNK3","G3PPP6","G3PZH5","G3Q2D6","G3Q2Y3","G3Q972","G3QC15","Q804E3"
8.95972911268473,"G3NCL3","G3NGT4","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NY15","G3P1D2","G3PCK3","G3PIX9","G3PPP6","G3PPP7","G3PQL2","G3PYU1","G3Q2D6","G3Q3A5","G3Q3C4","G3Q972","G3QC15","Q804E3"
8.95900186523795,"G3NCL3","G3NGT4","G3NMF2","G3NNM8","G3NPA2","G3NRG5","G3NX96","G3NXW0","G3NY15","G3NY67","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PYU1","G3Q3A5","G3Q3C4","G3QC15","Q804E3"
8.95876052230597,"G3NCL3","G3NGT4","G3NI60","G3NIW2","G3NNM8","G3NRG5","G3NX96","G3NXW0","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PQL2","G3PYU1","G3Q2D6","G3Q2Y3","G3Q3C4","G3Q972","G3QC15"
8.95849836617708,"G3NBM8","G3NCL3","G3NGT4","G3NIW2","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3NY15","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PVK9","G3Q2D6","G3Q2Y3","G3Q972","G3QC15"
8.95836799964309,"G3N680","G3NCL3","G3NGT4","G3NMF2","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3NY15","G3NY67","G3P1D2","G3PCK3","G3PIX9","G3PPP6","G3Q2D6","G3Q3A5","G3Q3C4","G3QC15","Q804E3"
8.95815061032772,"G3N680","G3NBM8","G3NCL3","G3NGT4","G3NI60","G3NIW2","G3NNM8","G3NNT7","G3NX96","G3NXW0","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3Q2D6","G3Q2Y3","G3Q972","G3QAJ2","G3QC15"
8.9580550044775,"G3N680","G3NCL3","G3NGT4","G3NNM8","G3NRG5","G3NX96","G3NXW0","G3NY15","G3P1D2","G3PCK3","G3PIX9","G3PPP6","G3PQL2","G3PYU1","G3Q2D6","G3Q3A5","G3Q3C4","G3Q972","G3QC15","Q804E3"
8.95765645802021,"G3N680","G3NCL3","G3NGT4","G3NI60","G3NNM8","G3NRG5","G3NXW0","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PQL2","G3PYU1","G3Q2D6","G3Q3A5","G3Q3C4","G3Q972","G3QC15","Q804E3"
