"val","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20"
3.63115984201431,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QB34","G3QBU5"
3.63003408908844,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NI23","G3NSD2","G3NTD6","G3NXX5","G3PHH2","G3PI27","G3PJ29","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q7P7","G3QBU5"
3.62967629730701,"G3N508","G3N6B5","G3N738","G3N8J1","G3NCF7","G3NG36","G3NI23","G3NTD6","G3NUU3","G3PFN1","G3PI27","G3PQX4","G3PUE2","G3PY72","G3PY99","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.62906819581985,"G3N508","G3N6B5","G3N738","G3N8J1","G3NCF7","G3NG36","G3NTD6","G3NUU3","G3NXX5","G3PFN1","G3PI27","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.62892127037048,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3NXX5","G3PDH7","G3PI27","G3PJ29","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q7P7","G3QB34","G3QBU5"
3.62678095698357,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NDY7","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PFN1","G3PI27","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.6264675706625,"G3N508","G3N6B5","G3N738","G3N8J1","G3NCF7","G3NG36","G3NI23","G3NTD6","G3NU97","G3NUU3","G3P5V0","G3PFN1","G3PI27","G3PY72","G3PY99","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.6260272860527,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NDY7","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QB34","G3QBU5"
3.62549403309822,"G3N508","G3N6B5","G3N8J1","G3NI23","G3NLJ0","G3NPV3","G3NTD6","G3NU97","G3NXX5","G3P5V0","G3PIZ9","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q8M5","G3Q9F3","G3QBU5"
3.62452119588852,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3PDH7","G3PI27","G3PJ29","G3PQX4","G3PUE2","G3PVK4","G3PWE5","G3PY72","G3PY99","G3Q874","G3Q9K3","G3QBU5"
