"val","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20"
2.42017084360123,"G3N4W6","G3N6H3","G3NB86","G3NDS5","G3NGV7","G3NIG2","G3NIT1","G3NNI9","G3NSC0","G3P0D8","G3P507","G3PAP2","G3PKP7","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q6S8","G3Q9S7","G3Q9U7"
2.41985282301903,"G3N5P1","G3N6H3","G3NA14","G3NBX6","G3ND77","G3NDS5","G3NGV7","G3NR25","G3NRM0","G3NSC0","G3P0D8","G3P507","G3PCE2","G3PT08","G3PU11","G3PWU7","G3PZS2","G3Q4P6","G3Q9S7","G3Q9U7"
2.41864234209061,"G3N4W6","G3N6H3","G3N8I6","G3NA14","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NIT1","G3NRM0","G3NYB9","G3P0D8","G3P507","G3PKP7","G3PU11","G3PWU7","G3Q307","G3Q4R3","G3Q9S7","G3QCM9"
2.4182944893837,"G3N4W6","G3N6H3","G3N8I6","G3NB86","G3NBX6","G3NDS5","G3NGV7","G3NIT1","G3NR25","G3NSC0","G3NW63","G3P0D8","G3P507","G3PT08","G3PU11","G3PWU7","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.41760119795799,"G3N4W6","G3N6H3","G3N8I6","G3NB86","G3NBX6","G3NDS5","G3NIT1","G3NNI9","G3NR25","G3NRM0","G3NSC0","G3NW63","G3P0D8","G3P507","G3PCE2","G3PJ42","G3PU11","G3Q307","G3Q9S7","G3Q9U7"
2.41545376181602,"G3N5P1","G3N6H3","G3NA14","G3ND40","G3ND77","G3NDS5","G3NGV7","G3NSC0","G3P0D8","G3P507","G3P8K6","G3PQX4","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q6S8","G3Q9S7","G3Q9U7"
2.41483193635941,"G3N5P1","G3N6H3","G3NA14","G3ND40","G3ND77","G3NDS5","G3NGV7","G3NR25","G3P0D8","G3P507","G3P8K6","G3PQX4","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q6S8","G3Q9S7","G3Q9U7"
2.41370049118996,"G3N6H3","G3NA14","G3NB86","G3ND77","G3NDS5","G3NEJ8","G3NGV7","G3NIG2","G3NRM0","G3NTG1","G3NYB9","G3P0D8","G3P507","G3PKP7","G3PWU7","G3Q307","G3Q4P6","G3Q4R3","G3Q9S7","G3QCM9"
2.41355514526367,"G3N4W6","G3N6H3","G3NA14","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NIT1","G3NR25","G3NSC0","G3P0D8","G3P507","G3PQX4","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q9S7","G3Q9U7"
2.41354876756668,"G3N4W6","G3N6H3","G3NA14","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NR25","G3NSC0","G3P0D8","G3P507","G3P8K6","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.4117579460144,"G3N6B5","G3N6H3","G3ND40","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NR25","G3NRM0","G3NW63","G3NXQ8","G3P0D8","G3P507","G3P8K6","G3PJ10","G3Q297","G3Q307","G3Q4P6","G3Q6S8","G3QCM9"
2.41161724925041,"G3N6H3","G3NBX6","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NR25","G3NRM0","G3NSC0","G3P0D8","G3P507","G3PCE2","G3PT08","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.41105246543884,"G3N4W6","G3N6H3","G3NA14","G3NB86","G3NDS5","G3NGV7","G3NIG2","G3NIT1","G3NR25","G3NSC0","G3P0D8","G3P507","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q6S8","G3Q9S7","G3Q9U7"
2.41025418043137,"G3N4W6","G3N6H3","G3N8I6","G3NB86","G3ND40","G3ND77","G3NDS5","G3NEJ8","G3NGV7","G3NRM0","G3NSC0","G3NYB9","G3P0D8","G3P507","G3PKP7","G3PU11","G3PXB8","G3Q307","G3Q9S7","G3QCM9"
2.41015988588333,"G3N4W6","G3N6H3","G3N8I6","G3NA14","G3NB86","G3NDS5","G3NGV7","G3NIT1","G3NR25","G3NSC0","G3NW63","G3P0D8","G3P507","G3PCE2","G3PU11","G3PWU7","G3Q307","G3Q6S8","G3Q9S7","G3Q9U7"
2.41013535857201,"G3N4W6","G3N6H3","G3NA14","G3NB86","G3NDS5","G3NGV7","G3NIT1","G3NR25","G3NSC0","G3NW63","G3P0D8","G3P4B9","G3P507","G3PAZ5","G3PHQ3","G3PU11","G3PWU7","G3Q307","G3Q9S7","G3Q9U7"
2.40982162952423,"G3N4W6","G3N6H3","G3N952","G3NB86","G3NDS5","G3NGV7","G3NIT1","G3NR25","G3NSC0","G3NW63","G3P0D8","G3P507","G3PAZ5","G3PCE2","G3PHQ3","G3PWU7","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.40888012945652,"G3N4W6","G3N6B5","G3N6H3","G3NB86","G3ND77","G3NDS5","G3NDY7","G3NEJ8","G3NGV7","G3NIT1","G3NK83","G3NRM0","G3NVV4","G3NYB9","G3P507","G3PTQ9","G3PU11","G3PY06","G3Q307","G3Q9S7"
2.40879628062248,"G3N4W6","G3N6B5","G3N6H3","G3NB86","G3ND40","G3ND77","G3NDS5","G3NGV7","G3NIT1","G3NRM0","G3NVV4","G3NYB9","G3P0D8","G3P507","G3PJ29","G3PKP7","G3PU11","G3Q307","G3Q9S7","G3QCM9"
2.40785199403763,"G3N4W6","G3N5P1","G3N6H3","G3NA14","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NR25","G3NRM0","G3NSC0","G3P0D8","G3P507","G3PCE2","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q9S7","G3Q9U7"
2.40784230828285,"G3N4W6","G3N640","G3N6H3","G3NA14","G3NB86","G3NDS5","G3NGV7","G3NIT1","G3NNI9","G3NSC0","G3P0D8","G3P507","G3PAP2","G3PAZ5","G3PU11","G3PWU7","G3PXB8","G3Q307","G3Q9S7","G3Q9U7"
2.40782365202904,"G3N640","G3N6H3","G3NB86","G3ND40","G3ND77","G3NDS5","G3NEJ8","G3NGV7","G3NRM0","G3NYB9","G3P507","G3P8K6","G3PJ29","G3PKP7","G3PT08","G3Q307","G3Q4P6","G3Q9S7","G3QBE9","G3QCM9"
2.40758267045021,"G3N6H3","G3NA14","G3ND40","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NIT1","G3NRM0","G3NSC0","G3P0D8","G3P507","G3PWU7","G3PZS2","G3Q297","G3Q307","G3Q4P6","G3Q6S8","G3Q9S7","G3Q9U7"
