val,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
8.292316131293774,7,10,23,24,34,39,41,48,53,54,57,61,67,76,79,80,90,92,95,96
8.270490281283855,7,10,23,24,27,34,41,48,53,54,57,61,67,76,79,80,90,92,95,96
8.267251469194889,7,10,14,23,34,41,48,52,53,57,61,67,74,76,79,80,86,90,95,96
8.2612921372056,7,10,23,34,39,41,48,53,54,57,61,67,76,79,80,86,90,92,95,96
8.260813020169735,7,23,24,27,34,39,41,48,53,54,57,61,67,76,79,80,90,92,95,96
8.251535959541798,7,10,23,34,41,48,52,53,54,57,61,67,74,76,79,80,90,92,95,96
8.249278724193573,7,10,16,23,24,34,39,41,48,53,57,61,67,69,76,80,90,92,95,96
8.244763761758804,7,10,16,23,24,27,34,41,48,53,57,61,67,69,76,80,90,92,95,96
8.243672452867031,7,23,24,27,34,36,39,41,48,53,54,57,61,67,76,79,80,86,90,95
8.242493383586407,7,10,13,23,34,39,41,48,53,54,57,61,67,76,79,80,90,92,95,96
8.242372877895832,7,10,23,34,36,41,48,53,54,57,61,62,67,76,79,80,86,90,95,96
8.23996701836586,7,10,23,24,34,36,41,48,53,57,61,67,69,76,80,86,88,90,95,96
8.238390371203423,4,7,10,23,34,39,41,48,53,54,57,61,67,76,79,80,90,92,95,96
8.238089974969625,7,10,14,30,34,41,48,50,52,53,57,61,66,67,74,79,80,86,90,95
8.233374893665314,7,10,23,24,27,34,41,48,53,57,61,67,69,76,79,80,90,92,95,96
8.231808640062809,7,23,24,27,34,36,41,48,53,57,61,67,76,79,80,86,88,90,95,96
8.22968415170908,7,10,23,34,39,41,43,48,53,57,61,62,67,76,79,80,86,90,95,96
8.22655951231718,7,10,23,24,34,36,41,48,53,54,57,61,67,76,79,80,90,92,95,96
8.224893882870674,7,10,16,23,34,39,41,48,53,54,57,61,67,69,76,80,90,92,95,96
8.22465454787016,7,10,23,24,34,41,48,53,54,57,61,67,74,76,79,80,86,90,95,96
8.22304631024599,1,7,10,23,34,36,41,48,53,54,57,61,67,74,76,79,80,86,90,95
8.22257923334837,7,24,27,34,36,41,48,53,54,57,61,67,76,79,80,86,88,90,95,96
8.220736980438232,7,10,16,23,24,34,36,41,48,53,57,61,67,69,76,80,90,92,95,96
8.22031170874834,7,16,23,24,27,34,36,41,48,57,61,67,76,79,80,86,88,90,95,96
8.220275230705738,7,10,23,34,39,41,48,53,57,61,62,67,76,79,80,83,86,90,95,96
8.21908599883318,7,10,23,33,34,41,48,53,54,57,61,62,67,76,79,80,86,90,95,96
8.218444235622883,7,16,23,24,27,34,36,41,48,53,57,61,67,76,79,80,90,92,95,96
8.218420915305614,7,23,24,27,34,36,41,48,53,54,57,61,67,76,79,80,86,90,95,96
8.214508317410946,7,10,14,23,34,41,48,53,54,57,61,67,74,76,79,80,86,90,95,96
8.208347897976637,7,10,14,23,30,34,41,48,50,53,57,61,66,67,74,79,80,86,90,95
8.208210222423077,7,10,23,34,39,41,48,53,54,57,61,67,76,79,80,83,90,92,95,96
8.20720037445426,1,7,10,14,30,34,41,48,50,53,57,61,66,67,74,79,80,86,90,95
8.205583743751049,1,7,10,14,23,34,41,48,53,57,61,67,74,76,79,80,86,90,95,96
8.205342553555965,7,23,24,27,34,36,41,43,48,53,57,61,67,76,79,80,86,88,90,95
8.20530716329813,7,10,23,34,39,41,48,52,53,57,61,67,74,76,79,80,86,90,95,96
8.204951457679272,7,10,34,39,41,48,53,54,57,61,62,67,76,79,80,83,86,90,95,96
8.20443581789732,7,23,24,27,34,39,41,48,53,54,57,61,67,76,79,80,86,90,95,96
8.203211575746536,7,10,23,24,34,39,41,48,53,57,61,67,69,76,79,80,90,92,95,96
8.202299378812313,7,10,23,34,40,41,48,53,54,57,61,67,74,76,79,80,86,90,95,96
8.2007080540061,7,10,23,34,39,41,48,52,53,54,57,61,67,76,79,80,90,92,95,96
8.200226850807667,7,10,14,23,34,39,41,48,52,53,57,61,67,74,76,79,80,86,90,96
8.199798248708248,7,10,23,34,39,40,41,48,53,54,57,61,67,76,79,80,90,92,95,96
8.199582152068615,7,23,24,27,34,36,39,41,48,53,54,57,61,67,76,79,80,90,92,95
8.199143044650555,7,10,23,34,39,41,48,53,54,57,61,62,67,76,80,83,86,90,95,96
8.19903066009283,7,13,23,24,27,34,36,41,48,53,57,61,67,76,79,80,86,90,95,96
8.198974207043648,16,23,24,27,34,36,39,41,48,53,54,61,67,76,79,80,90,92,95,96
8.198745362460613,7,12,23,24,27,34,36,41,48,53,57,67,76,79,80,86,88,90,95,96
8.198045928031206,7,10,14,30,34,41,48,50,53,57,61,66,67,72,74,79,80,86,90,95
