val,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
8.864820912480354,4,9,12,19,25,38,44,47,52,64,71,83,86,87,89,93,96,98,99,100
8.862896993756294,4,5,6,9,11,19,25,31,44,52,64,77,83,86,87,89,93,96,99,100
8.818375915288925,4,6,9,12,19,25,31,44,47,52,64,74,83,86,87,89,93,96,99,100
8.817305192351341,5,6,9,11,19,25,31,44,52,64,74,77,83,86,87,89,93,96,99,100
8.814899295568466,4,7,9,19,42,44,48,52,64,74,77,83,86,87,89,93,96,98,99,100
8.811654381453991,4,9,12,19,25,38,44,47,52,64,74,83,86,87,89,93,96,98,99,100
8.810185506939888,4,5,6,9,11,19,25,31,44,52,64,74,77,83,86,87,89,96,99,100
8.809199035167694,4,7,9,19,25,42,44,52,64,74,77,83,86,87,89,93,96,98,99,100
8.805723682045937,4,5,7,9,19,24,25,42,52,64,74,77,78,83,86,87,89,93,96,99
8.799957066774368,4,5,6,9,11,19,25,31,44,52,64,74,77,83,86,89,93,96,99,100
8.799634501338005,4,6,7,9,11,19,31,48,52,64,74,77,78,83,86,87,89,93,96,99
8.793566390872002,4,6,9,11,19,31,44,48,52,64,74,77,83,86,87,89,93,96,99,100
8.790215596556664,4,7,8,9,19,42,45,48,52,64,74,77,83,86,87,89,93,98,99,100
8.789690300822258,4,7,9,19,42,48,52,64,74,77,78,83,86,87,89,93,96,98,99,100
8.78917595744133,4,7,9,19,20,42,44,52,64,74,77,83,86,87,89,93,97,98,99,100
8.786261312663555,4,6,9,12,19,25,38,44,47,52,64,83,86,87,89,93,96,98,99,100
8.785217061638832,4,6,9,11,19,25,31,44,52,64,74,77,83,86,87,89,93,96,99,100
8.784564331173897,4,5,6,9,11,19,20,25,31,44,52,64,70,74,77,86,87,97,99,100
8.781700879335403,4,5,6,9,12,19,25,31,44,47,52,64,83,86,87,89,93,96,99,100
8.780285567045212,4,5,7,9,19,25,42,44,52,64,77,83,86,87,89,93,96,98,99,100
8.779105715453625,2,4,5,7,9,19,20,24,25,42,52,64,74,77,78,86,87,88,93,99
8.778019912540913,4,6,7,9,19,42,48,52,64,74,77,83,86,87,89,93,96,98,99,100
8.77666412293911,4,5,7,9,19,24,42,48,52,64,74,77,78,83,86,87,89,93,96,99
8.776441425085068,4,6,7,9,19,42,48,52,64,74,77,78,83,86,87,89,96,98,99,100
8.774347327649593,2,4,7,9,19,20,24,42,48,52,64,74,77,78,81,83,86,87,93,99
8.773816920816898,4,6,7,9,19,42,48,52,64,74,77,78,83,86,87,89,93,96,98,99
8.773515582084656,4,6,9,11,19,31,48,52,64,74,77,78,83,86,87,89,93,96,99,100
8.773458078503609,4,6,9,11,19,25,31,44,48,52,64,77,83,86,87,89,93,96,99,100
8.77266900986433,2,4,5,7,9,19,20,21,24,25,42,52,64,74,77,78,86,87,88,99
8.772149711847305,4,6,7,9,19,21,42,48,52,64,74,77,78,86,87,89,96,98,99,100
8.770563997328281,4,6,7,9,19,42,48,52,64,74,77,78,80,84,86,87,89,96,98,99
8.769519582390785,4,5,9,19,25,38,44,52,64,74,77,83,86,87,89,93,96,98,99,100
8.768484972417355,2,4,5,7,9,19,20,24,25,42,52,64,74,77,78,83,86,87,93,99
8.76797430217266,4,5,6,9,11,19,25,31,44,45,52,64,77,83,86,87,89,93,99,100
8.767670214176178,4,6,8,9,11,19,31,45,48,52,64,74,77,83,86,87,89,93,99,100
8.765003517270088,4,5,7,9,19,24,25,42,44,52,64,77,83,86,87,89,93,96,99,100
8.764847464859486,4,6,9,12,19,25,38,44,47,52,64,74,83,86,87,89,93,96,99,100
8.764616891741753,4,7,9,19,24,25,42,44,52,64,74,77,83,86,87,89,93,96,99,100
8.764536395668983,4,5,6,9,11,19,31,48,52,64,77,78,83,86,87,89,93,96,99,100
8.764464601874352,4,5,6,9,11,19,31,48,52,64,74,77,78,83,86,87,89,93,96,99
8.763832248747349,2,4,7,9,19,20,42,48,52,64,74,77,78,81,83,86,87,93,98,99
8.763233810663223,4,5,7,9,19,25,42,44,52,64,74,77,83,86,87,89,96,98,99,100
8.760275483131409,4,6,7,9,19,42,44,48,52,64,77,83,86,87,89,93,96,98,99,100
8.759950496256351,2,4,7,9,19,20,24,33,42,52,64,74,77,83,86,87,89,93,99,100
8.759380608797073,4,5,6,7,9,19,42,52,64,74,77,78,83,86,87,89,93,96,98,99
8.75901848077774,4,5,6,9,11,19,25,31,44,52,64,77,83,86,87,89,93,97,99,100
8.75901585817337,4,6,7,9,19,42,44,48,52,64,74,77,83,86,87,89,93,96,99,100
8.758894309401512,4,5,6,9,11,19,25,31,44,52,64,77,84,86,87,89,93,96,99,100
8.758437365293503,4,5,9,19,25,42,44,52,64,74,77,83,86,87,89,93,96,98,99,100
8.75835207104683,4,7,9,19,24,28,42,48,52,64,74,77,78,83,86,87,89,93,96,99
8.757425263524055,4,5,6,7,9,19,25,42,44,52,64,77,83,86,87,89,93,96,99,100
8.756885141134262,2,4,7,9,19,20,33,42,52,64,74,77,83,86,87,89,93,98,99,100
8.756701685488224,2,4,7,9,19,20,24,42,52,64,74,77,78,84,86,87,88,89,93,99
8.755940288305283,4,5,6,9,11,19,25,31,44,52,64,74,77,83,86,87,93,96,99,100
8.753749266266823,4,5,6,9,11,19,31,44,52,64,74,77,83,86,87,89,93,96,99,100
8.753082200884819,4,7,9,19,25,42,44,52,64,74,77,83,86,87,89,93,97,98,99,100
8.752757221460342,4,5,6,9,12,19,25,31,44,47,52,64,74,83,86,87,89,96,99,100
8.752324886620045,4,5,6,9,12,19,25,38,44,47,52,64,83,86,87,89,93,96,99,100
8.749879501760006,2,4,5,7,9,19,20,21,24,25,42,52,64,74,77,78,86,87,89,99
8.748456567525864,4,7,9,19,25,42,44,47,52,64,77,83,86,87,89,93,96,98,99,100
8.748425848782063,4,5,7,9,19,20,24,25,42,52,54,64,74,77,86,87,88,93,99,100
8.748170867562294,4,5,6,9,11,19,21,25,31,44,52,64,74,77,86,87,89,96,99,100
8.7479517608881,4,5,7,9,19,24,25,42,44,52,64,74,77,83,86,87,89,96,99,100
8.74791730940342,4,6,9,12,19,25,44,47,52,64,74,83,86,87,89,93,96,98,99,100
8.74651549756527,4,7,9,19,24,42,48,52,64,74,77,78,83,86,87,89,93,96,99,100
8.745426565408707,4,5,7,9,19,25,42,52,64,74,77,78,83,86,87,89,93,96,98,99
8.745348051190376,4,7,9,19,24,42,48,52,64,74,77,78,84,86,87,88,89,93,96,99
8.745315805077553,4,5,7,9,19,24,42,52,64,74,77,78,84,86,87,88,89,93,96,99
8.744593814015388,4,7,9,19,20,24,42,44,52,64,74,77,83,86,87,89,93,97,99,100
8.744513347744942,4,5,9,19,25,38,44,52,64,71,77,83,86,87,89,93,96,98,99,100
8.744012497365475,2,4,5,7,9,19,20,24,42,52,64,74,77,78,83,86,87,89,93,99
8.743929222226143,4,5,7,9,19,24,25,42,52,64,74,77,78,84,86,87,89,93,96,99
8.743651658296585,4,5,7,9,19,21,24,25,42,44,52,64,74,77,78,86,87,89,96,99
8.74322372674942,4,6,7,9,19,42,44,48,52,64,74,77,83,86,87,89,96,98,99,100
8.742657788097858,2,4,5,6,9,11,19,20,25,31,33,52,64,70,74,77,86,87,99,100
8.742528781294823,4,5,6,9,12,19,25,31,44,47,52,64,74,83,86,89,93,96,99,100
8.74076234549284,4,6,9,12,19,25,38,44,47,52,64,74,83,86,87,89,96,98,99,100
8.74017257988453,4,5,6,7,9,19,25,42,44,52,64,74,77,83,86,87,89,96,99,100
8.73972973227501,4,5,7,9,19,21,25,42,44,52,64,74,77,86,87,89,96,98,99,100
8.739531517028809,4,6,9,11,19,25,31,44,47,52,64,74,83,86,87,89,93,96,99,100
8.739356696605682,4,7,9,19,25,42,44,48,52,64,77,83,86,87,89,93,96,98,99,100
8.739273503422737,4,6,7,9,19,42,44,52,64,74,77,83,86,87,89,93,97,98,99,100
8.738764688372612,4,5,6,9,11,19,25,31,44,52,64,70,74,77,86,87,89,96,99,100
8.73802737891674,4,5,6,9,12,19,25,31,44,47,52,64,74,82,86,87,93,96,99,100
8.73768299818039,3,4,7,9,19,42,48,52,64,74,77,78,83,86,87,89,93,96,98,99
8.737599276006222,4,6,7,9,19,21,42,48,52,64,74,77,78,84,86,87,89,96,98,99
8.737456277012825,4,5,6,9,11,19,20,25,31,44,45,52,64,70,74,77,86,87,99,100
8.737145401537418,4,9,12,19,25,38,44,47,52,64,71,82,84,86,87,93,96,98,99,100
8.737084358930588,4,5,6,9,11,19,25,31,44,52,64,74,77,80,86,87,89,96,99,100
8.736815452575684,4,5,6,9,11,19,20,25,31,44,52,64,77,83,86,89,93,97,99,100
8.736236371099949,4,5,6,9,11,19,20,25,31,52,54,64,74,77,83,86,87,93,99,100
8.736065000295639,4,6,7,9,19,42,48,52,64,70,74,77,78,84,86,87,89,96,98,99
8.735863365232944,4,5,6,9,12,19,25,38,44,47,52,64,70,74,86,87,96,98,99,100
8.735568143427372,2,4,5,6,9,11,19,20,25,31,33,52,64,77,83,86,89,93,99,100
8.73509107530117,4,5,6,7,9,19,24,42,52,64,74,77,78,83,86,87,89,93,96,99
8.73506860435009,4,6,9,19,25,38,44,47,52,64,74,83,86,87,89,93,96,98,99,100
8.734694577753544,4,5,7,9,19,20,24,25,42,52,54,64,74,77,83,86,87,93,99,100
8.734189212322235,4,5,6,9,11,19,31,48,52,64,74,77,83,86,87,89,93,96,99,100
8.733974546194077,4,5,7,9,19,24,25,42,52,64,74,77,78,80,84,86,87,89,96,99
8.733280904591084,4,5,7,9,19,20,21,24,25,42,52,54,64,74,77,86,87,88,99,100
