val,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
3.7332761585712433,1,5,6,11,15,19,21,30,32,34,42,53,56,71,73,80,81,88,92,100
3.7224232852458954,1,6,7,11,14,15,16,20,30,31,34,35,36,44,58,59,71,88,89,93
3.6999080181121826,1,5,6,11,19,21,24,25,30,34,42,61,71,73,80,81,88,90,92,100
3.698543429374695,1,5,6,11,15,19,21,30,32,34,53,56,67,69,71,73,80,81,92,100
3.696582794189453,1,5,6,11,19,21,24,28,30,34,42,56,61,71,73,80,81,88,92,100
3.692137897014618,1,5,6,8,11,19,28,30,34,51,56,61,67,69,71,73,80,81,88,100
3.68080872297287,1,5,6,8,11,19,28,30,34,51,56,61,65,67,69,71,73,80,88,100
3.6791509836912155,1,5,6,11,15,19,21,30,32,42,53,56,71,73,74,80,81,88,92,100
3.679130256175995,1,5,6,11,13,15,19,21,30,32,34,42,53,56,73,80,81,88,92,100
3.676273912191391,1,5,6,8,11,28,30,34,51,56,61,65,67,69,71,73,80,81,88,100
3.6696669459342957,1,5,6,8,11,19,28,30,34,51,56,61,67,69,71,73,80,88,89,100
3.6682131588459015,1,5,6,11,19,21,25,30,34,61,67,69,71,73,81,88,90,92,93,100
3.6679175794124603,1,5,6,11,15,19,21,30,32,34,53,55,56,67,69,71,73,81,88,93
3.6666646897792816,1,5,7,11,21,24,25,30,31,34,59,61,71,73,80,81,88,90,92,100
3.664887934923172,1,5,6,11,19,21,28,30,34,56,61,67,69,71,73,81,88,92,93,100
3.662971019744873,1,5,6,8,11,19,21,28,30,34,42,55,56,61,69,71,73,88,93,100
3.6608649492263794,1,5,6,8,11,28,30,34,51,56,61,67,69,71,73,80,81,88,92,100
3.65861913561821,1,5,6,8,11,16,28,30,34,42,51,56,61,65,71,73,80,81,88,100
3.6581713259220123,1,6,7,8,11,16,25,30,31,34,36,39,51,61,71,73,80,81,88,100
3.656523108482361,1,6,7,11,14,15,16,20,30,31,35,36,44,58,59,71,74,88,89,93
3.6563148200511932,1,5,6,8,11,28,30,34,42,51,56,61,65,69,71,73,80,81,88,100
3.6557731479406357,1,5,6,8,11,19,28,30,34,42,51,56,61,65,69,71,73,80,88,100
3.6530676782131195,1,5,6,11,15,19,21,30,32,34,53,56,67,69,71,73,81,88,92,100
3.6530173271894455,1,5,6,8,11,19,28,30,34,42,51,56,61,69,71,73,80,88,89,100
3.6529761850833893,1,5,6,11,19,21,25,30,34,61,67,69,71,73,80,81,88,90,92,100
3.6511189341545105,1,5,6,8,11,28,30,34,51,56,61,67,69,71,73,80,81,88,96,100
3.6504982709884644,1,5,6,11,16,19,21,25,30,34,42,61,71,73,80,81,88,90,92,100
3.6496519446372986,1,5,6,11,16,19,21,25,30,34,42,61,71,73,81,88,90,92,93,100
3.64965096116066,1,5,6,11,19,21,28,30,34,56,61,67,69,71,73,80,81,88,92,100
3.649493843317032,1,5,6,11,15,19,21,30,32,34,53,56,67,71,73,80,81,88,92,100
3.6482014060020447,1,5,6,8,11,19,21,28,30,34,55,56,61,67,69,71,73,88,93,100
3.6442199647426605,1,6,7,11,14,15,16,20,30,31,34,36,39,44,58,59,71,88,89,93
3.642893075942993,1,5,6,11,21,24,25,30,31,34,42,61,71,73,80,81,88,90,92,100
3.6409058570861816,1,5,6,8,11,28,30,34,42,51,56,61,69,71,73,80,81,88,92,100
3.640296831727028,1,5,6,8,11,28,30,34,40,51,56,61,67,69,71,73,80,81,88,100
3.640290766954422,1,5,6,8,11,19,28,30,34,56,61,67,69,71,73,80,88,89,93,100
3.6398953795433044,1,5,6,11,21,24,28,30,31,34,42,56,61,71,73,80,81,88,92,100
3.63824924826622,1,6,8,11,16,19,25,30,34,36,39,42,51,61,71,73,80,81,88,100
3.637464389204979,1,5,6,8,11,19,28,30,34,42,51,56,61,69,71,73,80,81,88,100
3.6371369659900665,1,6,7,9,11,14,15,20,30,31,34,35,36,44,58,59,71,81,88,89
3.6360079050064087,1,5,6,11,19,21,24,28,30,34,42,56,61,71,73,80,88,89,92,100
3.635097712278366,1,5,6,8,11,19,28,30,34,51,56,61,67,69,71,73,80,88,92,100
3.634561210870743,1,5,6,11,15,19,21,30,32,34,53,56,67,69,73,80,81,88,92,100
3.6330478191375732,1,5,6,8,11,14,16,28,30,42,56,61,65,71,73,74,81,88,93,100
3.6311598420143127,1,5,6,8,11,28,30,34,42,51,56,61,69,71,73,80,81,88,96,100
3.63003408908844,1,5,6,8,11,19,21,28,30,34,55,56,61,67,69,71,73,80,88,100
3.6296762973070145,1,5,6,11,15,19,21,30,32,53,56,67,69,73,74,80,81,88,92,100
3.6290681958198547,1,5,6,11,15,19,30,32,34,53,56,67,69,71,73,80,81,88,92,100
3.6289212703704834,1,5,6,8,11,19,28,30,34,51,56,61,67,69,71,73,80,88,96,100
3.6267809569835663,1,5,6,8,11,16,28,30,34,42,51,53,56,61,71,73,80,81,88,100
3.6264675706624985,1,5,6,11,15,19,21,30,31,32,42,53,56,73,74,80,81,88,92,100
3.626027286052704,1,5,6,8,11,16,28,30,34,42,51,56,61,71,73,80,81,88,96,100
3.625494033098221,1,5,11,21,24,25,30,31,34,42,59,61,71,73,80,81,88,90,92,100
3.6245211958885193,1,5,6,8,11,19,28,30,51,56,61,67,69,70,71,73,74,89,93,100
3.6238539814949036,1,5,6,11,16,19,21,25,30,34,61,67,71,73,80,81,88,90,92,100
3.62318617105484,1,5,6,8,11,19,28,30,34,56,61,67,69,71,73,88,89,92,93,100
3.623007655143738,1,5,6,11,16,19,21,25,30,34,61,67,71,73,81,88,90,92,93,100
3.6226420551538467,1,5,6,8,11,16,28,30,34,40,42,51,56,61,71,73,80,81,88,100
3.6224908530712128,1,5,6,8,11,16,25,30,34,42,51,53,56,61,71,73,80,81,88,100
3.6210304349660873,1,5,6,11,15,19,21,30,32,34,42,53,56,69,71,73,80,81,92,100
3.62033773958683,1,5,6,8,11,28,30,34,40,42,51,56,61,69,71,73,80,81,88,100
3.619620978832245,1,5,6,11,15,21,24,25,30,34,42,53,56,71,73,80,81,88,92,100
3.61929352581501,1,6,7,11,14,15,20,30,31,34,35,36,44,58,59,71,81,87,88,89
3.6192327439785004,1,5,6,8,11,16,28,30,34,51,56,61,65,67,71,73,80,81,88,100
3.6189495623111725,1,6,7,8,11,16,25,30,34,36,39,42,51,61,71,73,80,81,88,100
3.6189191043376923,1,6,11,15,19,21,30,32,34,53,56,67,69,71,73,80,81,88,92,100
3.6187328696250916,1,5,6,8,11,19,28,30,50,51,56,61,67,69,71,73,74,89,93,100
3.617899864912033,1,5,6,8,11,16,19,28,30,34,42,51,56,61,71,73,80,81,88,100
3.6174256801605225,1,5,6,11,19,21,25,28,30,34,42,56,61,71,73,80,81,88,92,100
3.616625279188156,1,5,6,8,11,19,28,30,34,56,61,67,69,71,73,80,88,89,92,100
3.615805983543396,1,5,6,11,19,21,24,25,30,42,61,71,73,74,80,81,88,90,92,100
3.6156910955905914,1,6,8,11,19,28,30,34,51,61,65,67,69,71,72,73,80,81,88,100
3.6148534268140793,1,5,6,8,11,19,28,30,34,42,51,56,61,69,71,73,80,88,96,100
3.6137752532958984,1,5,6,11,15,19,21,30,32,34,56,67,69,71,73,80,81,88,92,100
3.6135396510362625,1,5,6,11,19,21,25,30,34,42,61,69,71,73,81,88,90,92,93,100
3.61338447034359,1,5,6,8,11,19,21,28,30,34,42,55,56,61,69,71,73,80,88,100
3.6127254962921143,1,5,6,11,15,19,21,30,32,34,56,67,69,71,73,81,88,92,93,100
3.6125422567129135,1,6,7,11,14,15,20,30,31,34,35,36,44,58,59,70,71,86,88,89
3.61136257648468,1,5,6,8,11,19,28,30,34,56,61,67,69,70,71,73,88,89,93,100
3.61132088303566,1,6,7,11,14,15,20,30,31,34,35,36,44,58,59,71,81,86,88,89
3.611303463578224,1,5,6,8,11,19,28,30,34,42,51,56,61,69,71,73,80,88,92,100
3.611177772283554,1,5,11,19,21,24,25,30,34,42,59,61,71,73,80,81,88,90,92,100
3.6110638976097107,1,5,6,11,21,24,25,28,30,34,42,56,61,71,73,80,81,88,92,100
3.6103726625442505,1,5,6,8,11,16,28,30,34,42,51,56,61,71,73,80,81,88,92,100
3.610214427113533,1,5,6,11,19,21,28,30,34,42,56,61,69,71,73,81,88,92,93,100
3.6098838448524475,1,6,11,19,21,25,30,34,61,64,67,69,71,72,73,80,81,88,92,100
3.608705520629883,1,5,6,11,15,19,21,30,32,34,53,56,67,69,71,73,81,88,92,93
3.6079465597867966,1,5,6,8,11,19,28,30,51,56,61,67,69,71,73,74,81,88,93,100
3.6078755855560303,1,6,7,11,14,15,20,30,31,34,35,36,44,58,59,71,80,81,88,89
3.607871577143669,1,5,6,8,11,19,28,30,42,51,56,61,69,70,71,73,74,89,93,100
3.6068938970565796,1,3,5,6,11,21,28,30,31,34,42,47,49,71,73,80,81,88,92,100
3.6064716577529907,1,5,6,8,11,15,28,30,34,42,51,53,56,69,71,73,80,81,88,100
3.60478413105011,1,5,6,8,11,14,16,28,30,40,42,56,61,71,73,74,81,88,93,100
3.6047785878181458,1,5,6,8,11,15,28,30,34,51,53,56,67,69,71,73,80,81,88,100
3.6038912385702133,1,5,6,8,11,19,28,30,51,56,61,65,67,69,71,73,81,85,88,100
3.6037532091140747,1,6,8,11,19,28,30,34,47,51,61,65,67,69,71,73,80,88,89,100
3.603376269340515,1,5,6,8,11,19,28,30,34,52,61,65,67,69,71,73,88,89,93,100
3.6027157306671143,1,5,6,8,11,14,16,28,30,34,42,56,61,65,71,73,81,88,93,100
3.6017319560050964,1,6,7,11,19,20,21,25,34,52,61,64,69,71,72,77,81,88,92,93
3.6015157103538513,1,5,6,11,19,21,25,30,31,34,42,61,71,73,80,81,88,90,92,100
